,time,ra,dec,maglim,comment,skynoise,band,zp
0,60235.022306319326,279.04439305472204,-56.74729828970596,22.179358758951444,13141,268.71164776912116,lssty,30
1,60235.04496365533,279.04439305472204,-56.74729828970596,21.88634808982684,13191,351.957934011948,lssty,30
2,60242.035120480716,276.50807458631016,-65.13756996511128,22.687003883192546,17954,168.3559393972285,lsstz,30
3,60242.059796043686,276.50807458631016,-65.13756996511128,21.57683535643528,18004,468.0538836098751,lssty,30
4,60266.013890875474,277.4519014692025,-58.93304346782198,21.715914649587802,29556,411.7789442785928,lssti,30
5,60266.01412645255,273.83891166236987,-61.44623987370825,21.65984763343167,29557,433.6016660956617,lssti,30
6,60266.01436165059,271.36711795818746,-58.88785471606292,21.61839042242637,29558,450.47824946803394,lssti,30
7,60266.01459723622,269.2018543716229,-56.30118791499896,21.493841394209202,29559,505.2350109791454,lssti,30
8,60266.01483906068,274.9022628201403,-56.46615076213504,21.729955656151045,29560,406.48800371021946,lssti,30
9,60266.01507494171,272.64767025510764,-53.96697624723681,21.629803797484524,29561,445.7675768759943,lssti,30
10,60266.01531110587,270.63577730122694,-51.44299848664358,21.639276707798157,29562,441.8952288924528,lssti,30
11,60266.015552827484,275.71755931914305,-51.497764834096564,21.80382419940412,29563,379.7522151999575,lssti,30
12,60266.0157890183,278.00640605079974,-53.92516427036099,21.933953728702758,29564,336.8592707902977,lssti,30
13,60266.01698570213,277.4519014692025,-58.93304346782198,22.029165031441057,29569,308.57730594753264,lssti,30
14,60266.01722116099,273.83891166236987,-61.44623987370825,21.979916844684183,29570,322.8964406938245,lssti,30
15,60266.01745655036,271.36711795818746,-58.88785471606292,21.932949657145127,29571,337.17093697099534,lssti,30
16,60266.01769230923,269.2018543716229,-56.30118791499896,21.806163830620445,29572,378.93477581047233,lssti,30
17,60266.01793411287,274.9022628201403,-56.46615076213504,22.020306575564273,29573,311.10526820255853,lssti,30
18,60266.01817015385,272.64767025510764,-53.96697624723681,21.91770270469006,29574,341.9392177179626,lssti,30
19,60266.01840646284,270.63577730122694,-51.44299848664358,21.846987484598834,29575,364.95137296305955,lssti,30
20,60266.01864815444,275.71755931914305,-51.497764834096564,21.997006141580165,29576,317.8538959976699,lssti,30
21,60266.01888449184,278.00640605079974,-53.92516427036099,22.184970764384257,29577,267.3263015069465,lssti,30
22,60266.02008144336,277.4519014692025,-58.93304346782198,22.245146609290398,29582,252.9131157874233,lssti,30
23,60266.02031692789,273.83891166236987,-61.44623987370825,22.195739923291935,29583,264.687862227778,lssti,30
24,60266.02055250347,271.36711795818746,-58.88785471606292,22.14298857911724,29584,277.8654592047892,lssti,30
25,60266.02078843125,269.2018543716229,-56.30118791499896,22.02706229889701,29585,309.17550306207005,lssti,30
26,60266.02103021164,274.9022628201403,-56.46615076213504,22.215458513735033,29586,259.9241247115313,lssti,30
27,60266.021266408585,272.64767025510764,-53.96697624723681,22.113269508964354,29587,285.5763194720661,lssti,30
28,60266.02150285908,270.63577730122694,-51.44299848664358,22.033484820542895,29588,307.3520169431589,lssti,30
29,60266.02174451866,275.71755931914305,-51.497764834096564,22.168491222430255,29589,271.41478815263287,lssti,30
30,60266.021980998994,278.00640605079974,-53.92516427036099,22.27179058380233,29590,246.78216056951814,lssti,30
